0 12.475
0.025641 -8.30648
0.0512821 2.22568
0.0769231 -0.596397
0.102564 0.15978
0.128205 -0.0428342
0.153846 0.0114596
0.179487 -0.0030843
0.205128 0.000817163
0.230769 -0.00022356
0.25641 6.00907e-05
0.282051 -1.11283e-05
0.307692 1.26109e-05
0.333333 1.06568e-05
0.358974 1.52236e-05
0.384615 1.7575e-05
0.410256 1.99591e-05
0.435897 2.16956e-05
0.461538 2.29051e-05
0.487179 2.35122e-05
0.512821 2.35122e-05
0.538462 2.29051e-05
0.564103 2.16956e-05
0.589744 1.99591e-05
0.615385 1.7575e-05
0.641026 1.52236e-05
0.666667 1.06568e-05
0.692308 1.26109e-05
0.717949 -1.11283e-05
0.74359 6.00907e-05
0.769231 -0.00022356
0.794872 0.000817163
0.820513 -0.0030843
0.846154 0.0114596
0.871795 -0.0428342
0.897436 0.15978
0.923077 -0.596397
0.948718 2.22568
0.974359 -8.30648
1 12.475
